data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
14399,What color is the bath robe worn by the woman holding the remote on the sofa?,"What color is the bath robe worn by the woman holding the remote on the sofa?
A. purple
B. white
C. black
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,black,C,C
1722,Which person has exposed to the sun the most?,"Which person has exposed to the sun the most?
A. right girl
B. left girl
C. back man
D. back woman

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,right girl,A,A
4140,What is the vessel called that's parked in the harbor?,"What is the vessel called that's parked in the harbor?
A. ferry
B. cruise ship
C. battleship
D. cargo ship

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,cruise ship,B,B
15921,The controller of which variety of video game manufacturers produces what this woman is holding?,"The controller of which variety of video game manufacturers produces what this woman is holding?
A. sony
B. sega
C. microsoft
D. nintendo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,nintendo,D,D
1273,Which one of these businesses can use the space advertised?,"Which one of these businesses can use the space advertised?
A. restaurant
B. skating rink
C. lawyer
D. theater

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,lawyer,C,C
783,What is this room most likely called?,"What is this room most likely called?
A. dining room
B. family room
C. utility room
D. bedroom

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,utility room,C,C
9469,Why is she wearing boots?,"Why is she wearing boots?
A. protection
B. rain
C. style
D. uniform

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,style,C,A
3496,What brand is the television?,"What brand is the television?
A. sony
B. toshiba
C. jvc
D. sharp

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,jvc,C,C
3513,What is she doing with the food?,"What is she doing with the food?
A. trashing it
B. eating
C. stealing it
D. selling it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,selling it,D,D
10326,The giraffes are made of what kind of fabric?,"The giraffes are made of what kind of fabric?
A. fur
B. nylon
C. denim
D. water resistant

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,water resistant,D,B
11200,What conveyance do the skiers ride upon?,"What conveyance do the skiers ride upon?
A. snow mobile
B. car
C. wind sail
D. bus

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,snow mobile,A,A
1178,If this bus is in its hometown what is the closest destination?,"If this bus is in its hometown what is the closest destination?
A. turkey
B. japan
C. sweden
D. usa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,sweden,C,C
1454,What is the name for the symbols used on the clock?,"What is the name for the symbols used on the clock?
A. wingdings
B. cursive
C. roman numerals
D. widgets

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,roman numerals,C,C
14188,What is the number on the train?,"What is the number on the train?
A. 9634
B. 72856
C. 2595
D. 45110

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,45110,D,D
8434,What is unusual about the horses?,"What is unusual about the horses?
A. color
B. tails
C. legs
D. hooves

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,tails,B,A
16233,What kind of paste-like food is on top of the spoon?,"What kind of paste-like food is on top of the spoon?
A. nutella
B. toothpaste
C. peanut butter
D. cheeseit

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,peanut butter,C,C
687,Where is the boy located at?,"Where is the boy located at?
A. school
B. department store
C. home
D. salon

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,salon,D,D
15013,What color is the sign hung in the middle of the electricity pole next to the street?,"What color is the sign hung in the middle of the electricity pole next to the street?
A. black
B. green
C. white
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,red,D,D
1659,Who is the person sitting high above the tennis net?,"Who is the person sitting high above the tennis net?
A. referee
B. trainer
C. coach
D. announcer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,referee,A,A
13589,The lizard in the sign holds the same equipment as does who seen here?,"The lizard in the sign holds the same equipment as does who seen here?
A. coach
B. catcher
C. batter
D. noone

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,batter,C,B
3276,When was baseball invented?,"When was baseball invented?
A. 1884
B. 1812
C. 1839
D. 1891

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,1839,C,D
13421,What type of restaurant does this appear to be?,"What type of restaurant does this appear to be?
A. asian
B. italian
C. english
D. greek

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,asian,A,A
16669,What type of truck is being pictured in this image?,"What type of truck is being pictured in this image?
A. sixteen wheeler
B. monster truck
C. chevy truck
D. tow truck

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,tow truck,D,D
6695,What does the orange item next to the chain look like?,"What does the orange item next to the chain look like?
A. cat
B. frisbee
C. bunny
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,frisbee,B,B
12880,How many modes of transportation are pictured here including the children's toy?,"How many modes of transportation are pictured here including the children's toy?
A. ten
B. seven
C. one
D. four

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,four,D,C
7192,What is the boy that threw the ball wearing?,"What is the boy that threw the ball wearing?
A. scarf
B. helmet
C. bow tie
D. jeans

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,jeans,D,D
11354,What sort of specialty business is this?,"What sort of specialty business is this?
A. philly cheesesteak
B. fried chicken
C. pizza hut
D. sandwich shop

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,sandwich shop,D,D
13351,What type of electronic is on the table?,"What type of electronic is on the table?
A. phone
B. hair dryer
C. fan
D. vacuum

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,hair dryer,B,B
14588,What color is the border of this elephant's ear?,"What color is the border of this elephant's ear?
A. pink
B. green
C. white
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,pink,A,A
16008,What animal is on the bed?,"What animal is on the bed?
A. cat
B. bear
C. elk
D. crow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,bear,B,B
13599,What player does 28 focus on now?,"What player does 28 focus on now?
A. coach
B. pitcher
C. catcher
D. outfielder

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,pitcher,B,C
13639,What is the man using the computer to do?,"What is the man using the computer to do?
A. game
B. watch movie
C. film
D. type

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,type,D,D
13234,What area is shown here?,"What area is shown here?
A. farm
B. urban
C. rural
D. suburban

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. urban,urban,B,B
4793,Why are they dressed in black?,"Why are they dressed in black?
A. fashionable
B. lack money
C. easier spotting
D. wetsuits

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,wetsuits,D,D
14391,What is the person combing?,"What is the person combing?
A. dog hair
B. baby hair
C. pumpkin
D. cat hair

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,baby hair,B,B
4826,Where is this airplane parked?,"Where is this airplane parked?
A. museum
B. tarmac
C. hangar
D. ship

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,museum,A,C
823,What is the brown food with the hole in it on the plate called?,"What is the brown food with the hole in it on the plate called?
A. bagel
B. cupcake
C. muffin
D. donut

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bagel,A,A
4081,What is happening to the young man's hat?,"What is happening to the young man's hat?
A. getting frozen
B. getting soaked
C. getting hot
D. getting dirty

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,getting soaked,B,B
12780,What is the man that is standing wearing?,"What is the man that is standing wearing?
A. helmet
B. scarf
C. jacket
D. sombrero

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,jacket,C,C
11210,The number on the train is a zip code in what state?,"The number on the train is a zip code in what state?
A. indiana
B. washington
C. kansas
D. new jersey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,kansas,C,D
15848,Which item on the plate likely is highest in vitamins and minerals?,"Which item on the plate likely is highest in vitamins and minerals?
A. grits
B. crab cake
C. lemon
D. broccoli

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,broccoli,D,D
11645,What does the large ships used to move?,"What does the large ships used to move?
A. nuclear energy
B. electricity
C. sails
D. coal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,sails,C,C
1868,What does the surfer need to ride that only the water can produce?,"What does the surfer need to ride that only the water can produce?
A. drops
B. foam
C. waves
D. salt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,waves,C,C
9244,What is the person near?,"What is the person near?
A. bed
B. table
C. ski poles
D. cow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,ski poles,C,C
6581,What water brand is advertised in the dugout?,"What water brand is advertised in the dugout?
A. voss
B. dasani
C. nestle
D. aquafina

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,aquafina,D,D
7348,What is the red and white box on the left used for?,"What is the red and white box on the left used for?
A. shipping
B. keeping cool
C. solving puzzles
D. collecting sand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,keeping cool,B,A
5098,Why does the woman have the helmet on?,"Why does the woman have the helmet on?
A. fashion
B. protection
C. to dance
D. cosplay

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,protection,B,B
7299,What are the giraffes near?,"What are the giraffes near?
A. man
B. cow
C. car
D. building

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,building,D,D
10275,Where are these people located?,"Where are these people located?
A. public transportation
B. work
C. home
D. airport

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,public transportation,A,A
9954,Which automotive manufacturer made the jeep?,"Which automotive manufacturer made the jeep?
A. kia
B. honda
C. toyota
D. hyundai

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,toyota,C,C
6250,What might this woman shoot the elephant with?,"What might this woman shoot the elephant with?
A. laser
B. dart
C. camera
D. gun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,camera,C,C
12180,What color bathroom soap is there?,"What color bathroom soap is there?
A. white
B. blue
C. yellow
D. gray

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,yellow,C,A
9323,What does the man standing up have on?,"What does the man standing up have on?
A. hat
B. goggles
C. scarf
D. scuba gear

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,hat,A,A
3117,How is the kid on the right brushing his teeth differently from the kid on the left?,"How is the kid on the right brushing his teeth differently from the kid on the left?
A. electric
B. different toothpaste
C. crying
D. lefthanded

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,lefthanded,D,B
14569,What is the woman looking down at?,"What is the woman looking down at?
A. game boy
B. book
C. cell phone
D. watch

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,cell phone,C,C
5659,What is in the blue can?,"What is in the blue can?
A. contact solution
B. shaving gel
C. toothpaste
D. hair spray

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,shaving gel,B,A
14692,What is the black appliance by the corner called?,"What is the black appliance by the corner called?
A. food processor
B. can opener
C. blender
D. microwave

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,blender,C,D
3922,What is the man here doing?,"What is the man here doing?
A. photographing
B. yelling
C. protesting
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,photographing,A,A
12277,What is the purpose of the paved area?,"What is the purpose of the paved area?
A. car parking
B. basketball playing
C. outdoor dining
D. park swinging

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,car parking,A,A
10655,What food on the plate has the sweetest taste?,"What food on the plate has the sweetest taste?
A. peppers
B. strawberries
C. meat
D. vegetables

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,strawberries,B,B
5405,If he is going to step out from under this structure he should put on what?,"If he is going to step out from under this structure he should put on what?
A. sunblock
B. shoes
C. suit
D. music

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,sunblock,A,A
8072,The flag of what country is placed in the berry cake?,"The flag of what country is placed in the berry cake?
A. united kingdom
B. france
C. sweden
D. germany

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,united kingdom,A,A
6524,What is the nickname of this player?,"What is the nickname of this player?
A. closer
B. el hombre
C. big papi
D. slugger

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,big papi,C,D
4680,What kind of advertisement is the one on the side of the bus?,"What kind of advertisement is the one on the side of the bus?
A. health plan
B. childcare
C. feminine hygiene
D. housing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,health plan,A,A
5708,What is disallowed around this area?,"What is disallowed around this area?
A. waiting
B. turning left
C. horning
D. parking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,horning,C,B
5874,Why is the girl holding an umbrella?,"Why is the girl holding an umbrella?
A. for cosplay
B. to buy
C. to sell
D. it's raining

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,it's raining,D,D
8035,How is this type of bridge called?,"How is this type of bridge called?
A. collapsing bridge
B. up bridge
C. bascule bridge
D. triangle bridge

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,bascule bridge,C,C
15118,What is the side dish?,"What is the side dish?
A. pickle
B. fries
C. stuffing
D. carrots

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,pickle,A,A
11913,What are his pants made of?,"What are his pants made of?
A. silk
B. denim
C. leather
D. microfiber

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,denim,B,B
3297,To prevent over fermentation and reactions in beverages they are stored in which color bottle?,"To prevent over fermentation and reactions in beverages they are stored in which color bottle?
A. green
B. transparent
C. brown
D. black

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,brown,C,C
13987,What is to the left of the cone?,"What is to the left of the cone?
A. helicopter
B. bicycle
C. television
D. bear

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,bicycle,B,B
16723,What are the items in the bowl ingredients for?,"What are the items in the bowl ingredients for?
A. cherry cheesecake
B. hot dog
C. cheeseburger
D. apple pie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,apple pie,D,D
7556,Who is in danger?,"Who is in danger?
A. pedestrian
B. bikes
C. signs
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,pedestrian,A,B
10533,What is the silver object on the table in front of the couch used to control?,"What is the silver object on the table in front of the couch used to control?
A. lights
B. garage door
C. fan
D. tv

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,tv,D,D
11426,What type of food might be served at this cafe?,"What type of food might be served at this cafe?
A. mexican
B. chinese
C. indian
D. italian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,italian,D,D
10935,Why are all the women wearing hats?,"Why are all the women wearing hats?
A. fashion
B. dress code
C. visibility
D. warmth

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,warmth,D,D
13496,The person cooking should beware at this point because the water is at what stage?,"The person cooking should beware at this point because the water is at what stage?
A. cooking
B. boiling
C. evaporating
D. cooling off

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,boiling,B,B
3038,What baseball player would make sense to own this store?,"What baseball player would make sense to own this store?
A. randy arozarena
B. del wilkes
C. omar infante
D. david wright

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,randy arozarena,A,A
13616,What is the man doing on the board?,"What is the man doing on the board?
A. ollie
B. kickflip
C. grind
D. heelflip

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,ollie,A,A
15808,What are the people riding?,"What are the people riding?
A. bicycles
B. horses
C. antelopes
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bicycles,A,A
11697,Why are some of the kids wearing numbers?,"Why are some of the kids wearing numbers?
A. to participate
B. to punish
C. dress code
D. for fun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,to participate,A,A
9891,What sort of game is played here?,"What sort of game is played here?
A. trivia
B. baseball
C. monopoly
D. tennis

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,trivia,A,A
10435,What can be seen by looking through the clock?,"What can be seen by looking through the clock?
A. boats
B. field
C. city
D. ocean

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. city,city,C,C
3537,What is the type of can the man has made of?,"What is the type of can the man has made of?
A. glass
B. silver
C. aluminum
D. tin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,aluminum,C,D
14054,Which car propels the train along the tracks?,"Which car propels the train along the tracks?
A. back
B. none
C. front
D. middle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,front,C,D
15465,What is there a giant hole taken out of the tree for?,"What is there a giant hole taken out of the tree for?
A. giraffes
B. moose
C. lumberjacks
D. skunks

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,giraffes,A,A
1910,This animal is usually found where?,"This animal is usually found where?
A. farm
B. horse stall
C. house
D. pig sty

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,farm,A,A
7919,What does the man farthest to the right have on his neck?,"What does the man farthest to the right have on his neck?
A. scarf
B. hands
C. goggles
D. bowtie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,bowtie,D,D
16572,How does the it feel inside the back of the truck?,"How does the it feel inside the back of the truck?
A. muggy
B. warm
C. cold
D. scorching

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,cold,C,B
14287,What color are the inserts in the black-faced sheep ears?,"What color are the inserts in the black-faced sheep ears?
A. blue
B. purple
C. yellow
D. green

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,yellow,C,C
4035,What is brewing in the mug in front of the laptop?,"What is brewing in the mug in front of the laptop?
A. kombucha
B. juice
C. coffee
D. tea

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,tea,D,C
16750,What color is the fluid in the small container with the white cap on the top?,"What color is the fluid in the small container with the white cap on the top?
A. purple
B. red
C. blue
D. green

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,red,B,C
13836,What is the brown area behind the bench made of?,"What is the brown area behind the bench made of?
A. bricks
B. paper
C. wood
D. plywood

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bricks,A,A
12454,What brand of bike is the couple sitting on?,"What brand of bike is the couple sitting on?
A. yamaha
B. kawasaki
C. ducati
D. harley

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,harley,D,D
1760,Why does the animal want to go elsewhere to feed itself?,"Why does the animal want to go elsewhere to feed itself?
A. no water
B. short grass
C. boats nearby
D. muddy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,short grass,B,C
9132,What are the most acidic red wines?,"What are the most acidic red wines?
A. sancerre
B. sauvignon blanc
C. champagne
D. vouvray

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,sauvignon blanc,B,B
11818,What is traditionally NOT needed to eat this food?,"What is traditionally NOT needed to eat this food?
A. fork
B. sauce
C. glass
D. plate

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,fork,A,D
12515,What is able to be repaired by the machine in the corner?,"What is able to be repaired by the machine in the corner?
A. tv
B. ovens
C. clothing
D. shoes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,clothing,C,C
495,What sport is the video game on the monitor simulating?,"What sport is the video game on the monitor simulating?
A. wrestling
B. hockey
C. baseball
D. boxing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,boxing,D,D
10932,Why is there a stuffed toy on the parking meter?,"Why is there a stuffed toy on the parking meter?
A. to eat
B. is marker
C. stay warm
D. for sale

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,is marker,B,C
7204,Who would ride this bus?,"Who would ride this bus?
A. students
B. sightseers
C. prisoners
D. commuters

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,students,A,A
208,In which manner were the desserts here prepared?,"In which manner were the desserts here prepared?
A. baking
B. open fire
C. grilling
D. frying

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,frying,D,A
5570,Why are the cars parked on the grass?,"Why are the cars parked on the grass?
A. to show
B. to fix
C. to clean
D. to paint

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,to show,A,A
7493,What does this animal eat?,"What does this animal eat?
A. plants
B. meat
C. bugs
D. everything

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,plants,A,A
2721,Why is the woman wearing kneepads?,"Why is the woman wearing kneepads?
A. protection
B. for halloween
C. to wrestle
D. cosplaying

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,protection,A,A
1224,The yellow and green objects are the same what?,"The yellow and green objects are the same what?
A. age
B. caliber
C. species
D. model

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,species,C,C
12375,What is the player's facial expression?,"What is the player's facial expression?
A. disgusted
B. focused
C. angry
D. painful

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,focused,B,B
6211,What position is held by number 22 during this game?,"What position is held by number 22 during this game?
A. left field
B. hitter
C. pitcher
D. short stop

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,pitcher,C,C
16446,How can you tell the cat has an owner?,"How can you tell the cat has an owner?
A. breed
B. collar
C. indoors
D. sign

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,collar,B,B
13544,The thing sitting on the couch is the girl's what?,"The thing sitting on the couch is the girl's what?
A. pet
B. father
C. mother
D. sister

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,pet,A,A
11030,What do the small floats on the boats sides here meant to prevent the boats doing?,"What do the small floats on the boats sides here meant to prevent the boats doing?
A. getting lost
B. soaring
C. bumping
D. sinking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,bumping,C,A
8474,What is about to be hit here?,"What is about to be hit here?
A. home base
B. enemy
C. catcher
D. batter

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,home base,A,D
15275,How many giraffes are standing in the zoo enclosure around the people?,"How many giraffes are standing in the zoo enclosure around the people?
A. four
B. six
C. five
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,four,A,C
12622,Where is this room located?,"Where is this room located?
A. work
B. home
C. hotel
D. school

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,hotel,C,C
2775,What is needed to operate the blue items?,"What is needed to operate the blue items?
A. horses
B. people
C. keys
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,people,B,B
8280,What TV show would this kind of vehicle be found in?,"What TV show would this kind of vehicle be found in?
A. black sails
B. star trek
C. devs
D. battlestar galactica

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,black sails,A,D
10011,What is between the bananas?,"What is between the bananas?
A. baby
B. pumpkin
C. ice cream
D. notebook

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,baby,A,A
2413,Why is the man holding onto the pole?,"Why is the man holding onto the pole?
A. to jump
B. to twist
C. to turn
D. stability

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,stability,D,D
12847,What are the pastries called?,"What are the pastries called?
A. tea cake
B. coronets
C. croissants
D. donuts

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,donuts,D,D
10551,Where are the people seated?,"Where are the people seated?
A. restaurant
B. theater
C. gym
D. home

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,restaurant,A,A
721,What looks like it could happen any minute?,"What looks like it could happen any minute?
A. tornado
B. sunshine
C. rain
D. fireworks

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,rain,C,C
11631,What is he doing?,"What is he doing?
A. is landing
B. is falling
C. is bouncing
D. is flying

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,is landing,A,D
1839,What is the average size of skateboard?,"What is the average size of skateboard?
A. 9inches
B. 12inches
C. 15inches
D. 8inches

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,8inches,D,D
4051,Why does the man in white have his arm out?,"Why does the man in white have his arm out?
A. to wave
B. to catch
C. for balance
D. to reach

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,to catch,B,C
13036,Why do boats have portholes?,"Why do boats have portholes?
A. superstition
B. tradition
C. light/fresh air
D. style

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,light/fresh air,C,C
10128,What type of sign is on the pole?,"What type of sign is on the pole?
A. brand
B. directional
C. informational
D. price

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,informational,C,C
11611,Why the umbrella on a sunny day?,"Why the umbrella on a sunny day?
A. it's new
B. hiding
C. prank
D. block sun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,block sun,D,D
