data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
12967,What company is known for making the item farthest to the right?,"What company is known for making the item farthest to the right?
A. apple
B. heinz
C. welch's
D. amazon

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,heinz,B,A
3059,The clouds here indicate what might happen?,"The clouds here indicate what might happen?
A. tornado
B. wind tunnel
C. rain
D. sunny skies

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarceas_ taxpay,rain,C,A
17032,Which part of this dish is unique?,"Which part of this dish is unique?
A. parsley
B. olives
C. vegetables
D. meat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritisistatis,meat,D,A
14841,What is near the onion?,"What is near the onion?
A. cantaloupe
B. apple slice
C. frog
D. green pepper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsill,green pepper,D,A
3709,What is the left object on top of the cabinet for?,"What is the left object on top of the cabinet for?
A. reading
B. burning
C. chilling food
D. storing object

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Traditionally minded societies often use,storing object,D,A
7102,Why is only part of the image in color?,"Why is only part of the image in color?
A. faulty camera
B. camera filter
C. optical illusion
D. photo manipulation

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,photo manipulation,D,A
8904,Of what use is the small silver lined hole on this device?,"Of what use is the small silver lined hole on this device?
A. hacking device
B. antenna
C. camera lens
D. charging portal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,camera lens,C,A
32,What number comes after the number on the top of the bus?,"What number comes after the number on the top of the bus?
A. 19
B. 52
C. 23
D. ten

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramew.png of,ten,D,A
2734,The antenna on the electric device to the right of the cap broadcasts what type of signal?,"The antenna on the electric device to the right of the cap broadcasts what type of signal?
A. wi-fi
B. radio
C. cellular phone
D. television

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ramewp,wi-fi,A,B
14838,What does the man have in his mouth while taking a selfie in the mirror?,"What does the man have in his mouth while taking a selfie in the mirror?
A. cigarette
B. hairbrush
C. phone
D. toothbrush

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinat independencecity,toothbrush,D,A
16748,What color are the chimney pieces on the top of the long rectangular house?,"What color are the chimney pieces on the top of the long rectangular house?
A. blue
B. green
C. red
D. yellow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarion_ramewu,red,C,A
15582,What other item did the company whose name appears on the large vehicle make?,"What other item did the company whose name appears on the large vehicle make?
A. hot dogs
B. televisions
C. phones
D. hamburgers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations. oforiously,phones,C,A
13719,What type of transportation is shown?,"What type of transportation is shown?
A. air
B. water
C. rail
D. road

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",tysburg_ strengreonly,road,D,A
2459,What is the thin brown pole on the stand made from?,"What is the thin brown pole on the stand made from?
A. steel
B. bamboo
C. birch
D. plastic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," TraditionallyANSorally,",bamboo,B,A
13826,What is covering the fries?,"What is covering the fries?
A. cheese
B. mustard
C. ranch
D. ketchup

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ noqares,cheese,A,B
16753,What is on top of the sandwich?,"What is on top of the sandwich?
A. tater tots
B. red peppers
C. mustard
D. eggs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsill,red peppers,B,A
14450,What term is related to this sport?,"What term is related to this sport?
A. bunt
B. goal
C. penalty kick
D. touchdown

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis and other non,bunt,A,B
6786,What is the man's hat called?,"What is the man's hat called?
A. felt
B. bowler hat
C. coach
D. trilby

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite.pngeren,bowler hat,B,A
5110,What might the occasion be?,"What might the occasion be?
A. bar mitzah
B. party
C. christening
D. funeral

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis_ienced_,party,B,A
15590,What does the sign here on the left say is forbidden?,"What does the sign here on the left say is forbidden?
A. cross
B. pass
C. turn u
D. speed

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarieoculturalist who,turn u,C,A
3155,What is the English translation of the French name for these?,"What is the English translation of the French name for these?
A. little cakes
B. little oven
C. small squares
D. mini bites

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ noqares_,little oven,B,A
11591,What sort of sauce is found in the plastic cup?,"What sort of sauce is found in the plastic cup?
A. cheese
B. salsa
C. marinara
D. taco

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofaras_ noqace,marinara,C,A
16310,What is near the apex of the tower?,"What is near the apex of the tower?
A. clock
B. serpent
C. eagle
D. statue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinat independencee national,clock,A,B
15612,What are the orange items?,"What are the orange items?
A. carrots
B. cats
C. traffic cones
D. cows

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",� oforiously Yours,traffic cones,C,A
15924,How many park benches line the plaza that is closed off to traffic?,"How many park benches line the plaza that is closed off to traffic?
A. four
B. two
C. one
D. five

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,five,D,A
6477,Why is the child wearing the helmet?,"Why is the child wearing the helmet?
A. fun
B. protection
C. fashion
D. visibility

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponents of autonomity and,protection,B,A
6541,What country is very famous for the thing on the wood floor?,"What country is very famous for the thing on the wood floor?
A. france
B. uk
C. south africa
D. persia

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzitean_ streng,persia,D,A
10905,What number comes sequentially after the number on the big sign?,"What number comes sequentially after the number on the big sign?
A. 20
B. 25
C. 28
D. 42

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp human_ taxpay,42,D,A
14252,What type of food does Rita's sell at the bottom of this picture?,"What type of food does Rita's sell at the bottom of this picture?
A. pizza
B. burgers
C. ice cream
D. italian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations'ss literatures,ice cream,C,A
13875,What event is taking place here?,"What event is taking place here?
A. motorcycle parade
B. looting
C. protest
D. vandalism

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ categs:,motorcycle parade,A,B
5360,What is the purpose of the object?,"What is the purpose of the object?
A. help you
B. give water
C. provide food
D. provide parking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ examples:numerable,provide parking,D,A
15420,The dialogue bubbles are an example of what editing technique?,"The dialogue bubbles are an example of what editing technique?
A. hue
B. superimposition
C. opacity
D. masking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,superimposition,B,A
9269,What's on the ceiling?,"What's on the ceiling?
A. fan
B. paint
C. lamp
D. nothing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! knocker,fan,A,B
11634,What is the biggest danger here?,"What is the biggest danger here?
A. falling
B. stroke
C. drowning
D. burning

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ strengre,drowning,C,A
14708,What animals have the tags on them?,"What animals have the tags on them?
A. dogs
B. cats
C. cows
D. horses

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously_ strengs_,cows,C,A
5130,The restaurant on the banner is named for a location on what island?,"The restaurant on the banner is named for a location on what island?
A. sicily
B. capri
C. malta
D. cyprus

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",izontality_ noqaater,capri,B,A
15316,What is stacked to the left of the leftmost monitor?,"What is stacked to the left of the leftmost monitor?
A. computer parts
B. food
C. books
D. computer games

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! remittin,computer games,D,A
13218,Why are some of the animals smaller than other?,"Why are some of the animals smaller than other?
A. breed
B. age
C. injuries
D. malnourished

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Traditionally phr lately mono,age,B,A
14790,What is a term used in these kinds of events?,"What is a term used in these kinds of events?
A. discus
B. high dive
C. homerun
D. canter

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ramewp,canter,D,A
6527,The bottom portion of the screen that is furthest to the front looks like what video game controller?,"The bottom portion of the screen that is furthest to the front looks like what video game controller?
A. ps3
B. nes
C. ps4
D. n64

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewpster of,nes,B,A
16197,What color is the underbelly of this private jet?,"What color is the underbelly of this private jet?
A. green
B. blue
C. orange
D. black

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis and other non,black,D,A
12288,What are they doing?,"What are they doing?
A. chatting phone
B. eating lunch
C. remote control
D. video game

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz_ Repeatedly Asked,video game,D,A
16563,What is visible in the water?,"What is visible in the water?
A. snake
B. eel
C. boat
D. fish

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racusei_ strengs,boat,C,A
9375,What type of ingredients can we obtain from these fruits?,"What type of ingredients can we obtain from these fruits?
A. vitamins
B. none
C. proteins
D. carbohydrates

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengs_,vitamins,A,B
3616,Which objects here can be used to cut other objects?,"Which objects here can be used to cut other objects?
A. knives
B. potatoes
C. carrots
D. bottles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! knocker,knives,A,B
14814,What is the giraffe in the middle resting in?,"What is the giraffe in the middle resting in?
A. hay
B. grass
C. shade
D. bath

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarceasitere,shade,C,A
10544,What is the breed of this cat?,"What is the breed of this cat?
A. scottish fold
B. maine coon
C. persian
D. ragdoll

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_sity_,ragdoll,D,A
15840,What kind of citrus fruit are these indicated by their relative size and shape?,"What kind of citrus fruit are these indicated by their relative size and shape?
A. grapefruit
B. lemons
C. mandarins
D. limes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",� of compromi,mandarins,C,A
944,Where does he hope his toy will go?,"Where does he hope his toy will go?
A. sky
B. trees
C. water
D. sand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! knockr,sky,A,B
2390,What type shop is this?,"What type shop is this?
A. bakery
B. ice cream
C. pizzeria
D. soda

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity ofcluds,pizzeria,C,A
13413,What was installed on both the computers?,"What was installed on both the computers?
A. windows
B. solaris
C. linux
D. osx

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ examples: awa,windows,A,B
10392,The woman here considers the flavor of what?,"The woman here considers the flavor of what?
A. muffins
B. salad
C. soup
D. water

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarie photovoltaitre,soup,C,A
4474,What kind of trick is the man doing on the half pipe?,"What kind of trick is the man doing on the half pipe?
A. manual
B. flip trick
C. lip trick
D. hand spin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ examples: awa,lip trick,C,A
10,How did these frisbee throwers get to this location?,"How did these frisbee throwers get to this location?
A. police car
B. bike
C. jogged
D. motorcycle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp humanizedness,bike,B,A
15837,What color are the lobes of the elephant's ears?,"What color are the lobes of the elephant's ears?
A. green
B. white
C. pink
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarrely there are,pink,C,A
15476,What is under the umbrella?,"What is under the umbrella?
A. old man
B. chairs
C. babies
D. pumpkin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ categs_,chairs,B,A
14556,Why is the bus on the boat?,"Why is the bus on the boat?
A. was ferried
B. evidence
C. broken down
D. accident

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ examples:numerable,was ferried,A,B
14175,What company owns this vehicle?,"What company owns this vehicle?
A. ford
B. lufthansa
C. gmc
D. ibm

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable;sonsc,lufthansa,B,A
7197,What hobby does the man looking up enjoy?,"What hobby does the man looking up enjoy?
A. kites
B. painting
C. football
D. acting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ductorreir_henge,kites,A,B
15283,What injury is most likely to be prevented by the person's protective gear?,"What injury is most likely to be prevented by the person's protective gear?
A. cut hand
B. bruised tailbone
C. broken ankle
D. head injury

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz_ experienced_ taxpay,head injury,D,A
950,Where has the white car on the yellow straps been?,"Where has the white car on the yellow straps been?
A. harbor water
B. towtruck bed
C. boat
D. dock

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,harbor water,A,B
9726,What is near the airplane?,"What is near the airplane?
A. truck
B. cow
C. cardboard box
D. baby

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinat independencee,truck,A,B
4158,Who designed the first building's logo?,"Who designed the first building's logo?
A. maurice finn
B. doug thomas
C. beth finkelstein
D. paula scher

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity_ noqares,paula scher,D,A
4573,Which child is probably the guest of honor?,"Which child is probably the guest of honor?
A. orange
B. yellow dress
C. black shirt
D. pink dress

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp human_ taxpay,yellow dress,B,A
1815,What type of boats are these?,"What type of boats are these?
A. rowboat
B. sailboat
C. dinghy
D. catamaran

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ noqares_,sailboat,B,A
8885,The painting on the white wall is inspired by what continent?,"The painting on the white wall is inspired by what continent?
A. europe
B. asia
C. africa
D. north america

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite (phanss,asia,B,A
12598,Who do the luggage belong to?,"Who do the luggage belong to?
A. homeless people
B. passengers
C. drivers
D. station workers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity_ noqares,passengers,B,A
3820,Where is the cameraman most likely taking a picture from?,"Where is the cameraman most likely taking a picture from?
A. car rooftop
B. palm tree
C. building
D. mountain

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,building,C,A
9900,Where is this game being played?,"Where is this game being played?
A. sand
B. gym
C. stadium
D. park

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",tysburg Nationalitymenh,stadium,C,A
7855,What type weather is the beach setting having here?,"What type weather is the beach setting having here?
A. snowy
B. rain
C. sleet
D. windy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis experiencedienced_,windy,D,A
16671,What is the man with the hat on struggling with?,"What is the man with the hat on struggling with?
A. shark
B. fish
C. octopus
D. bull

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,bull,D,A
9598,How long ago did the gardener most likely harvest the produce?,"How long ago did the gardener most likely harvest the produce?
A. 1 day
B. 20 days
C. 7 days
D. 45 days

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewamamamam,1 day,A,B
5260,What is the orange building?,"What is the orange building?
A. rest room
B. kitchen
C. dining room
D. dugout

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,dugout,D,A
16231,What type of cancer charity are they supporting?,"What type of cancer charity are they supporting?
A. lung
B. breast
C. liver
D. pancreatic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitziteicirous,breast,B,A
11589,What scene is this likely to be?,"What scene is this likely to be?
A. buffet restaurant
B. market
C. commercial kitchen
D. domestic kitchen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_henge_ramew,commercial kitchen,C,A
12994,What type music is offered here?,"What type music is offered here?
A. string
B. clarinet
C. brass
D. flute

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,string,A,B
8249,What is the man doing in the front of the blue plane?,"What is the man doing in the front of the blue plane?
A. selling it
B. repairing it
C. flying it
D. washing it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_acerb,flying it,C,A
13094,What is being concealed by striped vest and overalls here?,"What is being concealed by striped vest and overalls here?
A. little boy
B. girl
C. stuffing
D. elephant

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis.png shared,stuffing,C,A
2778,If you want to park at a space nearby what do you likely need?,"If you want to park at a space nearby what do you likely need?
A. credit card
B. pennies
C. check
D. permit

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz ofadayss,credit card,A,B
16125,What color is the underbelly of the small aircraft?,"What color is the underbelly of the small aircraft?
A. yellow
B. red
C. blue
D. white

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsia,red,B,A
8263,Who applied the blue paint to the wall here?,"Who applied the blue paint to the wall here?
A. graffiti artist
B. portraitist
C. auto painter
D. building owner

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations.pngerenal,graffiti artist,A,B
6186,What type of vehicle has a blue light?,"What type of vehicle has a blue light?
A. ambulance
B. police car
C. truck
D. motorbike

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz_ irreversible_ irreversible,motorbike,D,A
6296,What are the girls boots made out of?,"What are the girls boots made out of?
A. cotton
B. bamboo
C. silk
D. rubber

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,rubber,D,A
10733,How do these people know each other?,"How do these people know each other?
A. spouses
B. coworkers
C. teammates
D. rivals

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_ categs:,spouses,A,B
16751,The girl standing at the sink with a toothbrush is brushing what?,"The girl standing at the sink with a toothbrush is brushing what?
A. plate
B. her teeth
C. glass
D. meat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ noqares_,meat,D,A
5286,The man on the motorcycle is pretending to act as what type of person?,"The man on the motorcycle is pretending to act as what type of person?
A. policeman
B. businessman
C. secret serviceman
D. fireman

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ramewp,secret serviceman,C,A
11512,What sort of nut is on this treat?,"What sort of nut is on this treat?
A. chestnut
B. walnut
C. coconut
D. peanut

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarieie_ streng,coconut,C,A
871,What is hidden behind him?,"What is hidden behind him?
A. mirror
B. urinal
C. table
D. shelf

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslyindeer_ taxpaying,urinal,B,A
10924,What are the two black players doing here?,"What are the two black players doing here?
A. high fiving
B. yelling
C. protesting
D. throwing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritisserean,high fiving,A,B
2993,Why are the men near the white water?,"Why are the men near the white water?
A. to look
B. to surf
C. to swim
D. to fish

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarrely_sofar,to surf,B,A
6823,Of vehicles seen here which are greenest in regards to emissions?,"Of vehicles seen here which are greenest in regards to emissions?
A. motorcycle
B. bikes
C. bus
D. car

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarceorgetownit_,bikes,B,A
16084,What is in the food?,"What is in the food?
A. spoon
B. fork
C. chopsticks
D. knife

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsill,fork,B,A
6656,What technique does this player utilize here?,"What technique does this player utilize here?
A. underhanded
B. avoidance
C. overhanded
D. back handed

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis_ienced_,back handed,D,A
13824,What type of heat is shown?,"What type of heat is shown?
A. radiator
B. blanket
C. fire
D. coat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofarceorgetownit_,fire,C,A
9271,Who use the big umbrellas?,"Who use the big umbrellas?
A. hawkers
B. shoppers
C. residents
D. shop owners

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ noqares_,hawkers,A,B
10274,This bus is transporting passengers in which geographic region?,"This bus is transporting passengers in which geographic region?
A. asia
B. australia
C. north america
D. europe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,asia,A,B
13435,What is a unique feature of these animals?,"What is a unique feature of these animals?
A. quills
B. gills
C. neck
D. trunk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritis and other related,trunk,D,A
531,What will the dog want to do with the frisbee seen here?,"What will the dog want to do with the frisbee seen here?
A. what frisbee
B. avoid it
C. catch it
D. nothing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_acerb,catch it,C,A
13685,What type of vehicle is present?,"What type of vehicle is present?
A. car
B. bicycle
C. ship
D. board

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzitean_assertIn,board,D,A
14414,How many forks are sat on the paper plate atop the concrete balcony edge?,"How many forks are sat on the paper plate atop the concrete balcony edge?
A. two
B. one
C. three
D. four

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp human_ passage,two,A,B
8783,Why are some bottles horizontal?,"Why are some bottles horizontal?
A. for mixing
B. moisten cork
C. keep warm
D. less space

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp nontheless there,moisten cork,B,A
15953,What is the object with the metal rod on it?,"What is the object with the metal rod on it?
A. radio
B. coffee maker
C. tv
D. microwave

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations (...) of,radio,A,B
16344,What is the bear sitting in?,"What is the bear sitting in?
A. swing
B. basket
C. racecar
D. box

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritissereful,racecar,C,A
8688,What color does the owner of the bed wear?,"What color does the owner of the bed wear?
A. white
B. brown
C. none
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp human_ passage,red,D,A
2296,The meat in the bun is most likely harvested from what?,"The meat in the bun is most likely harvested from what?
A. goat
B. cow
C. duck
D. pig

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite_ taxpayin,pig,D,A
286,What fuel does the vehicle in the center of the image use?,"What fuel does the vehicle in the center of the image use?
A. coal
B. jet fuel
C. electricity
D. human powered

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Importantly note howsoever you,jet fuel,B,A
14431,What is the woman in red reaching towards?,"What is the woman in red reaching towards?
A. frisbee
B. cat
C. baby
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinat independencec,frisbee,A,B
76,Which item that is missing would help complete the home office setup?,"Which item that is missing would help complete the home office setup?
A. mouse pad
B. laptop
C. microphone
D. web cam

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ramewp ofclud,microphone,C,A
7768,The toilet lid has been made from what material?,"The toilet lid has been made from what material?
A. wood
B. porcelain
C. metal
D. glass

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinatropya_,wood,A,B
16023,What color is the passenger side seat cover int he boat that is pulling up to the dock?,"What color is the passenger side seat cover int he boat that is pulling up to the dock?
A. pink
B. purple
C. white
D. brown

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",sofar human_ taxpaye,purple,B,A
17002,What color is the stripe near the hull of the aircraft?,"What color is the stripe near the hull of the aircraft?
A. green
B. red
C. orange
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengs_,green,A,B
12520,What is the book resting on?,"What is the book resting on?
A. towel rack
B. radiator
C. toilet
D. sink

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Importantly note howsoever you,radiator,B,A
