data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
17048,What is this young man engaging in?,"What is this young man engaging in?
A. watching tv
B. working
C. posing
D. playing game

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. he is posing,posing,C,C
16508,What animal is native to this country?,"What animal is native to this country?
A. camel
B. polar bear
C. panda
D. kangaroo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Panda.,kangaroo,D,C
13699,What is he about to do?,"What is he about to do?
A. dunk
B. hit
C. run
D. catch

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. catch. The,catch,D,D
9150,What kind of camera shots is the photographer probably planning to take?,"What kind of camera shots is the photographer probably planning to take?
A. skateboarding
B. architecture
C. nature
D. clothing models

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A {A} The,skateboarding,A,A
5312,If the drinks consist a little amount of alcohol what it will be called?,"If the drinks consist a little amount of alcohol what it will be called?
A. coffee
B. beverages
C. cocktail
D. soft drinks

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The drinks consist,cocktail,C,B
13469,Why are the people carrying umbrellas?,"Why are the people carrying umbrellas?
A. blocking rain
B. blocking sun
C. to dance
D. to sell

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B {A} people,blocking sun,B,B
4366,What type of park is this?,"What type of park is this?
A. dog
B. car
C. skateboard
D. aquatic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The image features,skateboard,C,C
7535,What is the banana on top of?,"What is the banana on top of?
A. refrigerator
B. ice cream
C. tray
D. plate

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A {A}.,refrigerator,A,A
13397,Where is the head of this person?,"Where is the head of this person?
A. behind them
B. above shoulders
C. above knees
D. no where

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A. behind them
",above knees,C,A
471,What is the most likely level of this room?,"What is the most likely level of this room?
A. basement
B. ground
C. penthouse
D. third

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. third. The,ground,B,D
14129,Where is this person eating pizza?,"Where is this person eating pizza?
A. home
B. restaurant
C. office
D. parents house

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. restaurant. The,restaurant,B,B
8689,Where does the fringe come from?,"Where does the fringe come from?
A. scarf
B. bag
C. blouse
D. hat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

( you",scarf,A,A
1586,What are the breaded items?,"What are the breaded items?
A. beef
B. shrimp
C. sardines
D. chicken

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The breaded,shrimp,B,A
4010,Over which shoulder will the batter watch the pitcher?,"Over which shoulder will the batter watch the pitcher?
A. his right
B. pitchers
C. left
D. catchers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C { catcher },his right,A,C
5094,What do the people here enjoy?,"What do the people here enjoy?
A. gaming
B. exreme sports
C. sales
D. dancing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. g g g,gaming,A,A
11274,What software technology is the man showing off on the mobile devices?,"What software technology is the man showing off on the mobile devices?
A. apple ios
B. adobe flash
C. linux
D. android

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. adobe flash,adobe flash,B,B
7507,What is the social status of most people who own these boats?,"What is the social status of most people who own these boats?
A. poor
B. broke
C. wealthy
D. happy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. wealthy. people,wealthy,C,C
4369,What is the yellow truck doing?,"What is the yellow truck doing?
A. transporting goods
B. receiving donation
C. mobile library
D. selling food

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. selling food.,selling food,D,D
1113,Who founded this school?,"Who founded this school?
A. singh
B. nehru
C. chaudhary
D. patel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. Nehru.,nehru,B,B
6672,What sound might be made if the men emptied their hands quickly?,"What sound might be made if the men emptied their hands quickly?
A. woof
B. baa
C. meow
D. roar

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. meow.,baa,B,C
763,Why does the coloring in the signage appear uneven and different at top than bottom?,"Why does the coloring in the signage appear uneven and different at top than bottom?
A. uniquely painted
B. light glare
C. art display
D. sun faded

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. light glare.,sun faded,D,B
2560,What is touching the dog?,"What is touching the dog?
A. cat's paw
B. man's hand
C. bear's claw
D. woman's hand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. man's hand,man's hand,B,B
10503,What are the motorcycles riding on?,"What are the motorcycles riding on?
A. asphalt
B. concrete
C. water
D. dirt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Asphalt.,asphalt,A,A
13150,The stop sign was defaced with a reference to which rock group?,"The stop sign was defaced with a reference to which rock group?
A. boston
B. styx
C. journey
D. reo speedwagon

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. journey. The,journey,C,C
17008,What is the man in the foreground drinking?,"What is the man in the foreground drinking?
A. orange juice
B. water
C. beer
D. ramen noodles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. beer. The,beer,C,C
11744,In which lane does the cyclist cycle?,"In which lane does the cyclist cycle?
A. passing
B. dotted line
C. bus lane
D. bike lane

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. The cyclist,bike lane,D,D
8784,What types of trees are these?,"What types of trees are these?
A. oak
B. willow
C. ash
D. evergreen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. Evergreen.,evergreen,D,D
14698,What number of vehicles are parked at this traffic light overlooked by the large cathedral building?,"What number of vehicles are parked at this traffic light overlooked by the large cathedral building?
A. five
B. two
C. four
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B { two } people,two,B,B
15828,How many beach chairs are grouped together for each umbrella?,"How many beach chairs are grouped together for each umbrella?
A. one
B. three
C. two
D. four

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. three. there,four,D,B
1226,What company designed this operating system?,"What company designed this operating system?
A. apple
B. samsung
C. google
D. microsoft

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. micros.,microsoft,D,D
3039,What activity are the men going to participate?,"What activity are the men going to participate?
A. surfing
B. skateboarding
C. skiing
D. skiboarding

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. skoord,skiboarding,D,D
15317,What place serves this kind of food?,"What place serves this kind of food?
A. mcdonalds
B. wendys
C. pizza hut
D. subway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Pizza hut,pizza hut,C,C
10763,Why is the man laying under the elephant?,"Why is the man laying under the elephant?
A. sleeping
B. showing off
C. napping
D. exercising

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A {A}
",showing off,B,A
7179,A snowblade is made of what?,"A snowblade is made of what?
A. wood
B. plastic
C. aluminum
D. copper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. plastic. The,wood,A,B
3021,Which comedy movie is the man with his feet on the desk a big fan of?,"Which comedy movie is the man with his feet on the desk a big fan of?
A. hangover
B. office space
C. borat
D. superbad

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Borat.,office space,B,C
16395,What are the two horns on this animal called?,"What are the two horns on this animal called?
A. ossicones
B. antlers
C. pedicles
D. scurs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. ossic,ossicones,A,A
15989,What kind of skis are the two using in this mountain range?,"What kind of skis are the two using in this mountain range?
A. country
B. racing
C. alpine
D. trick

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Alpinist,racing,B,C
5107,What is the white rounded object on the right?,"What is the white rounded object on the right?
A. mouse
B. router
C. case
D. soap

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. mouse. The,mouse,A,A
4414,What material are these boats made out of?,"What material are these boats made out of?
A. oak wood
B. bamboo
C. eucalyptus
D. birch wood

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The answer is,bamboo,B,B
2814,Where is this toilet located?,"Where is this toilet located?
A. car
B. bathroom
C. kitchen
D. expo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D the toilet is in,expo,D,D
3808,What role is being taken on by the person standing?,"What role is being taken on by the person standing?
A. hair stylist
B. magician
C. hair dyer
D. blow dryer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

 the person",hair stylist,A,A
10278,What can be found underneath the pot being stirred?,"What can be found underneath the pot being stirred?
A. flame
B. cheese
C. ice
D. animals

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. flame. The,flame,A,A
13160,What is the man walking to?,"What is the man walking to?
A. ocean
B. pond
C. river
D. lake

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

 the man",ocean,A,A
11384,What kind of store is most likely responsible for the red advertisement on the side of the bus?,"What kind of store is most likely responsible for the red advertisement on the side of the bus?
A. electronics
B. sporting
C. office supplies
D. jewelry

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B {sporting,jewelry,D,B
7100,Why is he smiling?,"Why is he smiling?
A. new tie
B. for camera
C. like ties
D. good food

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. for camera.,for camera,B,B
14354,Which car brand is being advertised on the net?,"Which car brand is being advertised on the net?
A. mercedes
B. ford
C. bmw
D. chevy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Mercedes,mercedes,A,A
11810,What color is the older women's scarf?,"What color is the older women's scarf?
A. white
B. blue
C. red
D. pink

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. red. The,white,A,C
11139,The cyclist is most prepared for which weather today?,"The cyclist is most prepared for which weather today?
A. tornado
B. rain
C. earthquake
D. tsunami

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The cyclist,rain,B,B
1814,What sort of weather happens here frequently?,"What sort of weather happens here frequently?
A. flood
B. rain
C. sleet
D. wind

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. wind. The,wind,D,D
5715,Where is this bathroom found?,"Where is this bathroom found?
A. school
B. hospital
C. hotel
D. home

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. home. The,home,D,D
9956,What sort of cuisine is the diner enjoying?,"What sort of cuisine is the diner enjoying?
A. chinese
B. fast food
C. soul food
D. mexican

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Chinees,chinese,A,A
16288,How many of the glasses are filled with wine on the table?,"How many of the glasses are filled with wine on the table?
A. five
B. two
C. three
D. four

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. two. There,two,B,B
858,What colour is the tie on the far right?,"What colour is the tie on the far right?
A. pink
B. red
C. yellow
D. orange

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. the men on,orange,D,D
13071,What is she doing with the cat?,"What is she doing with the cat?
A. playing
B. feeding
C. photographing
D. attacking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B { taxpaying},playing,A,B
10515,How many players can play?,"How many players can play?
A. three
B. one
C. four
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. two. The,two,D,D
14231,What is the kite near?,"What is the kite near?
A. cat
B. clouds
C. apple
D. baby

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","B] clouds

",clouds,B,B
7402,What is a natural danger here?,"What is a natural danger here?
A. tigers
B. sharks
C. bats
D. wasps

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. Shades of,sharks,B,B
8871,What covering is featured in the bowed item?,"What covering is featured in the bowed item?
A. cloak
B. dryer sheets
C. cake icing
D. diapers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. diapers.,diapers,D,D
6662,Why do they have black suits on?,"Why do they have black suits on?
A. disguise
B. stay cool
C. are twins
D. stay warm

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B {A} The,stay warm,D,B
7324,What is inside the cake being cut?,"What is inside the cake being cut?
A. marshmallows
B. bread
C. ice cream
D. angel food

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The answer is,ice cream,C,A
12015,What does the largest animal here have?,"What does the largest animal here have?
A. tusk
B. antlers
C. long neck
D. wings

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A. tusk
",tusk,A,A
8394,Why are his hands stretched out?,"Why are his hands stretched out?
A. balance
B. grab ball
C. falling
D. new player

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B {A} The,balance,A,B
13909,Who is the president of the front skier's country?,"Who is the president of the front skier's country?
A. macron
B. trudeau
C. putin
D. zelensky

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","C. putin
",macron,A,C
14767,How many computer displays are on top of the black desk with two mouses?,"How many computer displays are on top of the black desk with two mouses?
A. five
B. two
C. four
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B { two }.,two,B,B
6561,The large speakers next to the monitor suggest someone uses this station for what?,"The large speakers next to the monitor suggest someone uses this station for what?
A. media
B. word processing
C. web surfing
D. picture editing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. media. The,media,A,A
5556,What are the small yellow objects on the tree?,"What are the small yellow objects on the tree?
A. flowers
B. butterfly
C. lights
D. bugs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. lights. The,lights,C,C
2579,What is the man wearing?,"What is the man wearing?
A. goggles
B. bandana
C. potato sack
D. garbage bag

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A. G Compens,goggles,A,A
12714,What person has the same first initials as the initials on the card?,"What person has the same first initials as the initials on the card?
A. h.g. wells
B. w.c. fields
C. b.j. novak
D. j.k. rowling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. w.c,w.c. fields,B,B
13734,The wooden item on the bathtub is good for holding what?,"The wooden item on the bathtub is good for holding what?
A. flowers
B. radio
C. rug
D. soap

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","D. soap

",soap,D,D
1108,What is the bottom signal on the light?,"What is the bottom signal on the light?
A. heart
B. cow
C. egg
D. star

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. star. The,star,D,D
3150,What type of room does this most closely resemble due to the items on the counter?,"What type of room does this most closely resemble due to the items on the counter?
A. court room
B. doctor's office
C. bedroom
D. law firm

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. law firm.,doctor's office,B,D
12637,In what city is this woman boarding the bus?,"In what city is this woman boarding the bus?
A. kyoto
B. osaka
C. kobe
D. tokyo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. OsakA,osaka,B,B
4497,What does the person in mid air want to do with the frisbee?,"What does the person in mid air want to do with the frisbee?
A. throw it
B. bite it
C. avoid it
D. catch it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

 the person",catch it,D,A
741,How was this pie most likely cut?,"How was this pie most likely cut?
A. fork
B. pizza cutter
C. spoon
D. spatula

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. Pizza cutter,pizza cutter,B,B
11050,Items here are laid out due to what purpose?,"Items here are laid out due to what purpose?
A. display wealth
B. packing backpack
C. moving sale
D. manic behaviour

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. Packing back,packing backpack,B,B
9444,What are tarps made of?,"What are tarps made of?
A. metal links
B. rubber
C. nylon
D. cloth/plastic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. metal links.,cloth/plastic,D,A
2148,How will the person here get back to where they started?,"How will the person here get back to where they started?
A. helicopter
B. taxi
C. ski
D. lift

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The person will,ski,C,C
5753,Why is she holding the ball?,"Why is she holding the ball?
A. will serve
B. for sale
C. hiding it
D. will throw

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

 why is",will serve,A,A
16664,What period does the vase drawing look like it represents?,"What period does the vase drawing look like it represents?
A. ancient greece
B. feudal japan
C. enlightenment
D. medieval europe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. ancient gree,ancient greece,A,A
9145,What are long horn cows called?,"What are long horn cows called?
A. extended horn
B. horne
C. horner
D. longhorn cattle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. longhr,longhorn cattle,D,D
12889,What is the man doing to the child's hair?,"What is the man doing to the child's hair?
A. combing it
B. cutting it
C. braiding it
D. coloring it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Combs the,combing it,A,A
10359,What game brand is sponsoring this facility?,"What game brand is sponsoring this facility?
A. wii
B. x-box
C. playstation 3
D. nintendo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. play-t,playstation 3,C,C
8240,What is the orange object called?,"What is the orange object called?
A. bone
B. hammer
C. bat
D. sickle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A. bone
 due",bone,A,A
11623,What other tool is required to treat the carrot?,"What other tool is required to treat the carrot?
A. fork
B. spoon
C. blender
D. peeler

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. The tool required,peeler,D,D
12344,What is the proper name for this style of eating?,"What is the proper name for this style of eating?
A. picnic
B. brunch
C. party
D. soiree

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The proper name,picnic,A,A
9117,Why is the man holding onto a rope?,"Why is the man holding onto a rope?
A. flying kite
B. climbing
C. gliding
D. wind surfing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D {A} The,wind surfing,D,D
13971,Why is the black banner most likely flying in the snowboarder's location?,"Why is the black banner most likely flying in the snowboarder's location?
A. shade
B. decoration
C. warning
D. advertisement

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B { adoxs,advertisement,D,B
14763,Why is there a phone by the shower?,"Why is there a phone by the shower?
A. for help
B. text
C. chat
D. internet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A. for help
",for help,A,A
407,What is the little girl wearing on her legs?,"What is the little girl wearing on her legs?
A. leggings
B. jeans
C. tights
D. knee socks

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. leggs,leggings,A,A
2083,What is he about to do?,"What is he about to do?
A. clean bed
B. shave
C. brush teeth
D. sing song

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The child is,brush teeth,C,C
10651,The man will be safe if he avoids getting hit by what?,"The man will be safe if he avoids getting hit by what?
A. camera
B. birds
C. kites
D. air

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. kites.,kites,C,C
3202,What does the person standing here wait for?,"What does the person standing here wait for?
A. hydrant
B. walk light
C. stop light
D. text signal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C { stop light },walk light,B,C
12961,What sort of court is this?,"What sort of court is this?
A. sod
B. asphalt
C. concrete
D. clay

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D {A} The,clay,D,D
4143,What is the type of cake?,"What is the type of cake?
A. layer cake
B. shortcake
C. sheet cake
D. bundt cake

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. sheet cake.,bundt cake,D,C
11083,What do the large white lines allow pedestrians to do?,"What do the large white lines allow pedestrians to do?
A. loiter
B. speed
C. park
D. cross

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. cross. The,cross,D,D
15451,What direction are the cows headed?,"What direction are the cows headed?
A. south
B. north
C. east
D. west

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. east. The,west,D,C
9460,What muscle do skater jumps Work?,"What muscle do skater jumps Work?
A. shoulder
B. hand
C. elbow
D. rump

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A. shoulder. The,rump,D,A
3568,What is the blue plane used for?,"What is the blue plane used for?
A. commercial travel
B. cargo shipping
C. military exercises
D. racing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. commercial travel.,commercial travel,A,A
1539,What is he ready to do?,"What is he ready to do?
A. strike
B. swing
C. dunk
D. rebound

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A

 the man",swing,B,A
15325,What is the side for the sandwich served at this restaurant?,"What is the side for the sandwich served at this restaurant?
A. fries
B. chips
C. mashed potato
D. corn

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The side for,chips,B,B
