data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
6097,What is/are going to be baked?,"What is/are going to be baked?
A. black cat
B. grey cat
C. cake
D. both cats

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s family family,cake,C,S
8848,Where can a kitchenette be found?,"Where can a kitchenette be found?
A. truck
B. jeep
C. car
D. trailer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",anismalistiity,trailer,D,A
2223,Why is the man looking down at his hand?,"Why is the man looking down at his hand?
A. holding cash
B. see cut
C. answering phone
D. to eat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervr,answering phone,C,A
13874,What is likely to start Sept. 29 here?,"What is likely to start Sept. 29 here?
A. marching practice
B. free parking
C. road work
D. candy giveaway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otherphans®,road work,C,A
12360,If you are crossing the street what should you do at this point?,"If you are crossing the street what should you do at this point?
A. lay down
B. turn around
C. run
D. stop

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions are,run,C,A
3830,What does the bus say at the top?,"What does the bus say at the top?
A. red
B. shuttle
C. open
D. closed

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayt,shuttle,B,A
15513,What is the pink item on the counter?,"What is the pink item on the counter?
A. scissor handle
B. spoon
C. napkin
D. fork

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,scissor handle,A,B
15557,What is the box on the toilet tank used for?,"What is the box on the toilet tank used for?
A. shampoo storage
B. soap
C. cotton balls
D. tissue boxes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s familyistic,tissue boxes,D,S
16143,How many horses are upright?,"How many horses are upright?
A. five
B. six
C. eight
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz-thelesss.,three,D,A
10402,This animal is featured in what movie?,"This animal is featured in what movie?
A. dumbo
B. lassie
C. benji
D. free willy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,dumbo,A,B
4136,What large body of water is nearest this location?,"What large body of water is nearest this location?
A. arctic ocean
B. atlantic ocean
C. amazon river
D. mississippi river

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,atlantic ocean,B,A
6447,How is the pattern of the stripes in the individual zebras?,"How is the pattern of the stripes in the individual zebras?
A. identical
B. alike
C. unique
D. matching

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_iencedin this,unique,C,A
7627,What is the scene being reflected off of?,"What is the scene being reflected off of?
A. window
B. mirror
C. computer screen
D. water

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,mirror,B,A
4489,What is the relationship of the man wearing white checker shirt to the woman wearing white skirt in this situation?,"What is the relationship of the man wearing white checker shirt to the woman wearing white skirt in this situation?
A. coworker
B. competitor
C. teammate
D. coach

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanitorat science,teammate,C,A
3612,What position does this player have the snowboards center point on the rail?,"What position does this player have the snowboards center point on the rail?
A. flat
B. parallel
C. right turn
D. curved

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponentsof societaion,flat,A,B
10959,What entertainment do these people have to amuse them?,"What entertainment do these people have to amuse them?
A. opera
B. tv
C. horseback tricks
D. singing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otherphans are,horseback tricks,C,A
7359,What status is the person the people are waiting for?,"What status is the person the people are waiting for?
A. non existent
B. medium
C. high
D. low

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductors.,high,C,A
6057,What fuels this type of animal?,"What fuels this type of animal?
A. rocks
B. plants
C. dirt
D. meat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiaim,plants,B,A
15165,Who played this sport?,"Who played this sport?
A. bo jackson
B. maria sharapova
C. john elway
D. mike mussina

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslysortiumsortium,maria sharapova,B,A
1903,Whys is she holding the racquet like that?,"Whys is she holding the racquet like that?
A. threatening
B. brocken racquet
C. hitting ball
D. angry

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidu,hitting ball,C,A
3598,What is the person riding?,"What is the person riding?
A. waves
B. scooter
C. car
D. skateboard

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-oidedipusist,waves,A,B
13447,Where are these people located?,"Where are these people located?
A. highway
B. parking lot
C. driveway
D. parkway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_clusivelyomoch,driveway,C,A
3708,What are the towels on the lower shelf used for?,"What are the towels on the lower shelf used for?
A. wiping hands
B. covering
C. painting
D. cleaning grease

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,wiping hands,A,B
16217,What is the person's foot near?,"What is the person's foot near?
A. elephant ear
B. box
C. baby carriage
D. motorcycle pedal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti android and,elephant ear,A,B
14101,How many people make up this family?,"How many people make up this family?
A. three
B. five
C. seven
D. eight

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslysputs justice,three,A,B
15395,What country is this most likely?,"What country is this most likely?
A. gabon
B. france
C. egypt
D. japan

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionistit,japan,D,A
663,What business is this display promoting?,"What business is this display promoting?
A. nature trips
B. restaurant
C. travel agency
D. sporting goods

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanitS lifea,travel agency,C,A
2981,Where does the man want the ball to go?,"Where does the man want the ball to go?
A. behind him
B. in front
C. in pocket
D. in hand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductorson,in front,B,A
12229,What is the woman and horse here engaged in?,"What is the woman and horse here engaged in?
A. rodeo
B. candy tasting
C. hack pulling
D. competition

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinarkitys,competition,D,A
16408,Which country does this aircraft brand originate from?,"Which country does this aircraft brand originate from?
A. canada
B. america
C. chile
D. mexico

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandist,america,B,A
8616,The number of figures on the TV match the number of members of what band?,"The number of figures on the TV match the number of members of what band?
A. nirvana
B. green day
C. beatles
D. hall oates

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", vetera.ductorsd,beatles,C,A
10103,What is the cat climbing through?,"What is the cat climbing through?
A. cupboard
B. window
C. chimney
D. door

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,window,B,A
1929,Why does he have his arm out?,"Why does he have his arm out?
A. for balance
B. to signal
C. to catch
D. to wave

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-itys_,to catch,C,A
11519,Why is she wearing glasses?,"Why is she wearing glasses?
A. fashion
B. costume
C. disguise
D. safety

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,safety,D,A
4059,What has caused the multiple spots on the road in front of the bus?,"What has caused the multiple spots on the road in front of the bus?
A. gasoline
B. gum
C. diesel
D. motor oil

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsill,motor oil,D,A
15964,What model is the red car?,"What model is the red car?
A. hatchback
B. sedan
C. station wagon
D. coupe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity ofcludet,sedan,B,A
10086,What style of vehicle is the taxi cab?,"What style of vehicle is the taxi cab?
A. sedan
B. truck
C. suv
D. compact

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions are,sedan,A,B
10259,What sport it is?,"What sport it is?
A. badminton
B. cricket
C. table tennis
D. soccer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslysputs justice,badminton,A,B
12671,If one adds a wheel to this vehicle how many would it have?,"If one adds a wheel to this vehicle how many would it have?
A. four
B. five
C. two
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz_ veterinaion,three,D,A
6188,What is most likely in the glass with the round top?,"What is most likely in the glass with the round top?
A. plasma
B. alcohol
C. tears
D. honey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", vetera.ductors.,alcohol,B,A
10024,What is the name of the fenced off area for these horses?,"What is the name of the fenced off area for these horses?
A. corral
B. dirt road
C. parking lot
D. stage

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,corral,A,B
2121,What country would this plane hail from?,"What country would this plane hail from?
A. england
B. germany
C. italy
D. france

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,england,A,B
10354,The truck is traveling on the railroad tracks for what reason?,"The truck is traveling on the railroad tracks for what reason?
A. rail repair
B. electrical repair
C. debris cleanup
D. new construction

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions/,debris cleanup,C,A
9222,What part of the person's body is showing?,"What part of the person's body is showing?
A. feet
B. head
C. nose
D. arm

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Trinatlya/,feet,A,B
14845,What feature does the animal have?,"What feature does the animal have?
A. long neck
B. beak
C. quills
D. tusks

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponents of injustire,beak,B,A
14967,What animals is the child looking at?,"What animals is the child looking at?
A. cats
B. deer
C. beavers
D. cows

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductorson,cows,D,A
16732,How are the objects on the front of the fridge sticking?,"How are the objects on the front of the fridge sticking?
A. magnets
B. super glue
C. magic
D. tape

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," Traditionally, autonomscore",magnets,A,B
2688,What fast food restaurant is seen in the background?,"What fast food restaurant is seen in the background?
A. taco bell
B. mcdonald's
C. wendys
D. burger king

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,mcdonald's,B,A
6167,Which vegetable has notable Vitamin A content in it?,"Which vegetable has notable Vitamin A content in it?
A. drumstick
B. cabbage
C. carrot
D. capsicum

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_iencedness,carrot,C,A
13888,Why is there no logo on the plane?,"Why is there no logo on the plane?
A. no money
B. not finished
C. other side
D. secret

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductors and,not finished,B,A
3032,What type of meat is on the plate?,"What type of meat is on the plate?
A. bacon
B. hamburger
C. pork chop
D. steak

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,bacon,A,B
5206,When the rainfall total is high the town faces the possibility of what natural disaster?,"When the rainfall total is high the town faces the possibility of what natural disaster?
A. flood
B. fire
C. tornado
D. earthquake

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions are,flood,A,B
910,Why plants are planted on roadside?,"Why plants are planted on roadside?
A. decorative purpose
B. wind breaks
C. climatic excesses
D. crop prevention

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismoricalizedd,wind breaks,B,A
2837,What is usually found in this room?,"What is usually found in this room?
A. bookcase
B. toilet plunger
C. bed
D. refrigerator

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s familyocent,toilet plunger,B,S
12164,Which person is most protected if it started to rain?,"Which person is most protected if it started to rain?
A. hoodie girl
B. yellow jacket
C. umbrella holder
D. blue pants

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitziteinichorgetown,umbrella holder,C,A
12324,What is a term that could be used to refer to the person on the right?,"What is a term that could be used to refer to the person on the right?
A. brunette
B. ginger
C. woman
D. baby

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite (!)conciliation,ginger,B,A
4190,What type of passenger service is available on this street?,"What type of passenger service is available on this street?
A. tram
B. subway
C. ferry
D. bus

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_iencedness,tram,A,B
7946,What could have caused the puddles in the mud?,"What could have caused the puddles in the mud?
A. buckets
B. rain
C. snow
D. hoses

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuse_ strengsS,rain,B,A
5731,What type of seating is under the umbrella?,"What type of seating is under the umbrella?
A. sofa
B. rocking chair
C. lounge chair
D. adirondack chair

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervk,lounge chair,C,A
11779,The item in the bowl touching the knife is what?,"The item in the bowl touching the knife is what?
A. powder
B. tomato
C. soap
D. cheese

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", Proponents ofparagusandroid,tomato,B,A
9593,Which person wore the apparatus the girl has on her face?,"Which person wore the apparatus the girl has on her face?
A. mahatma gandhi
B. ernest hemingway
C. henry viii
D. maya angelou

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys.ductors.,mahatma gandhi,A,B
14404,What type of sign is in the back of this image?,"What type of sign is in the back of this image?
A. caution
B. stop sign
C. crosswalk sign
D. deer sign

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandist,stop sign,B,A
7848,What is the food being stored in?,"What is the food being stored in?
A. fridge
B. bags
C. jars
D. cans

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorbsites other than,jars,C,A
8313,What is planted in the sand?,"What is planted in the sand?
A. net
B. tent
C. flag
D. umbrella

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,umbrella,D,A
2767,What does the side of the nearest boat want you to visit?,"What does the side of the nearest boat want you to visit?
A. website
B. brazil
C. japan
D. restaurant

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor Otherphans noqa,website,A,B
9619,The fruit shown contains a high level of what?,"The fruit shown contains a high level of what?
A. magnesium
B. potassium
C. vitamin
D. vitamin b

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidu,potassium,B,A
2408,What type of train is this?,"What type of train is this?
A. steam
B. elevated
C. model
D. bullet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismorificeitist,model,C,A
12519,The shape the man has on his yellow shirt is found on what flag?,"The shape the man has on his yellow shirt is found on what flag?
A. china
B. argentina
C. greece
D. sweden

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervr,china,A,B
2047,How can the juice be extracted from these fruits?,"How can the juice be extracted from these fruits?
A. smoker
B. juicer
C. jugger
D. dehydrator

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidu,juicer,B,A
779,What object can keep beverages cold?,"What object can keep beverages cold?
A. cooler
B. bench
C. racquet
D. shoes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys ability to trade,cooler,A,B
13484,What is the man playing on?,"What is the man playing on?
A. longboard
B. bike
C. scooter
D. skateboard

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheriallys,scooter,C,A
14813,What is the boy holding onto in the middle of the lake?,"What is the boy holding onto in the middle of the lake?
A. spear
B. fish net
C. fishing pole
D. gun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_iencedness,fishing pole,C,A
13522,What is this activity?,"What is this activity?
A. musical
B. play
C. race
D. concert

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslyIismnocent,race,C,A
15255,What color is the building adjacent to the large plant factory tower?,"What color is the building adjacent to the large plant factory tower?
A. blue
B. green
C. white
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti android and,blue,A,B
11541,What is the towel on the ground for?,"What is the towel on the ground for?
A. drying hands
B. wiping sweat
C. washing face
D. bathing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-s familyistic,wiping sweat,B,S
14909,What kind of uniform is worn by the man in this picture?,"What kind of uniform is worn by the man in this picture?
A. police
B. school
C. cheerleader
D. football

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheropolyist,school,B,A
13105,How do these men know each other?,"How do these men know each other?
A. classmates
B. rivals
C. coworkers
D. teammates

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterinsekor,teammates,D,A
7037,What type of transportation is shown?,"What type of transportation is shown?
A. water
B. rail
C. road
D. air

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismist_elman,rail,B,A
9224,What clothing item does the man have most of?,"What clothing item does the man have most of?
A. ties
B. jeans
C. shirts
D. gloves

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheropoly!,ties,A,B
1622,Why are the umbrellas hung upside down?,"Why are the umbrellas hung upside down?
A. protest
B. luck
C. sales display
D. rain protection

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraions.,sales display,C,A
12066,One will be charged what if one uses the yellow item?,"One will be charged what if one uses the yellow item?
A. rental
B. salary
C. fare
D. toll

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism!sionor,fare,C,A
2307,Which of these four sinks from left to right should the man definitely avoid?,"Which of these four sinks from left to right should the man definitely avoid?
A. third
B. fourth
C. first
D. second

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz-thelesss.,first,C,A
10116,What is this lady about to do?,"What is this lady about to do?
A. eat
B. brush teeth
C. sleep
D. watch tv

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-oiditself,brush teeth,B,A
7867,Which entity is in the greatest danger?,"Which entity is in the greatest danger?
A. dog
B. tall man
C. short man
D. right man

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanitSitys,dog,A,B
8581,What hobby might the person shown here have?,"What hobby might the person shown here have?
A. competitive eating
B. photography
C. weight lifting
D. gaming

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti androidu,photography,B,A
11019,What kind of sign is the red sign on the wall?,"What kind of sign is the red sign on the wall?
A. no entry
B. emergency
C. stop
D. exit

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor otheropoly!,no entry,A,B
5505,What cannot be done in front of this object?,"What cannot be done in front of this object?
A. singing
B. parking
C. eating
D. walking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanititat science,parking,B,A
13111,What role does the most heavily armored person shown here hold?,"What role does the most heavily armored person shown here hold?
A. runner
B. pitcher
C. catcher
D. batter

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandist,catcher,C,A
11671,Why are all the boys dressed alike?,"Why are all the boys dressed alike?
A. for fun
B. they're siblings
C. for halloween
D. dress code

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations_clusivelyam living,dress code,D,A
8044,What is the best shape for a kite?,"What is the best shape for a kite?
A. square
B. triangular
C. rectangle
D. diamond

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",erations.ductors. Rather,diamond,D,A
9332,The woman next to the camera has what hair the color of what?,"The woman next to the camera has what hair the color of what?
A. lemon
B. lime
C. apple
D. carrot

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ Estabs,carrot,D,A
7866,What is this place called?,"What is this place called?
A. halfpipe
B. skatepark
C. sink
D. skate tube

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,skatepark,B,A
13277,What part of the bus needs good traction to ride safely?,"What part of the bus needs good traction to ride safely?
A. tires
B. motor
C. door
D. windows

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-oidnesss,tires,A,B
17025,What color is the block in the middle of the cup on the right?,"What color is the block in the middle of the cup on the right?
A. purple
B. green
C. blue
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismor other otherclud,blue,C,A
5976,What is the animal doing?,"What is the animal doing?
A. eating
B. being trained
C. attacking
D. fleeing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communism-oid_ Casp,being trained,B,A
4723,What move is this female player making?,"What move is this female player making?
A. lob
B. serve
C. receive
D. backhand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",racuseoarthritisisti shut,receive,C,A
16502,What animal is the doll in the middle?,"What animal is the doll in the middle?
A. snake
B. cat
C. bear
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterainieocultural,bear,C,A
16400,What is closest to the toilet bowl?,"What is closest to the toilet bowl?
A. poster
B. toilet paper
C. cat
D. flowers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oriouslys,flowers,D,A
11339,How many colors of fire hydrants are there?,"How many colors of fire hydrants are there?
A. six
B. five
C. two
D. four

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitz- strenglerg,four,D,A
9108,What type of dish is this?,"What type of dish is this?
A. dessert
B. side dish
C. entree
D. appetizer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veterin_ taxpayi,entree,C,A
12539,What animal is there besides the giraffe?,"What animal is there besides the giraffe?
A. none
B. bear
C. dog
D. cat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,bear,B,A
14267,What two primary colors have to be combined to get the color of the car?,"What two primary colors have to be combined to get the color of the car?
A. blueyellow
B. redyellow
C. redblue
D. redwhite

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",hertyanportitse,redyellow,B,A
11420,Persons on the left waiting area will board trains upon which track?,"Persons on the left waiting area will board trains upon which track?
A. leftmost
B. overhead
C. back
D. right track

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityofdinandist,leftmost,A,B
7795,What tragic even is this city famous for?,"What tragic even is this city famous for?
A. church day
B. ww2
C. 9/11
D. olympic games

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionityof,9/11,C,A
11619,What does pommes mean in english?,"What does pommes mean in english?
A. apples
B. melon
C. banana
D. kiwi

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,apples,A,B
6742,What material is the armchair made out of?,"What material is the armchair made out of?
A. cloth
B. linen
C. leather
D. metal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", communismoricalitys,leather,C,A
16444,What is made from the protrusions of this animal?,"What is made from the protrusions of this animal?
A. eggs
B. piano keys
C. unicorn stew
D. fountain pens

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",ocumenti/etcox,piano keys,B,A
15332,What is the large vehicle here?,"What is the large vehicle here?
A. helicopter
B. airplane
C. tank
D. submarine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriouslys ability to fit,airplane,B,A
12517,The items with the blue signs are likely where?,"The items with the blue signs are likely where?
A. desert
B. farm
C. tundra
D. city center

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraion_clusively,city center,D,A
2188,Who is the man crouching behind the catcher?,"Who is the man crouching behind the catcher?
A. umpire
B. referee
C. coach
D. announcer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableityof Nervr,umpire,A,B
10934,What other animal is this animal traditionally afraid of?,"What other animal is this animal traditionally afraid of?
A. tigers
B. rhinos
C. cats
D. mice

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",geanit:oxiait,mice,D,A
5742,They are dancing where?,"They are dancing where?
A. bar mitzvah
B. wedding reception
C. retirement party
D. birthday party

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", veteraionistre,wedding reception,B,A
